Image Name,Crowd Count,Area (m2),Density (p/m2),Risk Level,Inference Time (s),Timestamp
gettyimages-109943758-612x612.jpg,1890,300.0,6.3,CRITICAL,1.199156375019811,2026-06-17 01:20:06
